City,Month,PM2.5,PM10,NO,NO2,NOx,CO,O3,AQI,AQI_Bucket
Ahmedabad,March,44.12,,10.66,79.99,24.97,10.66,61.08,280,Poor
Ahmedabad,March,46.52,,17.55,48.97,21.43,17.55,47.77,310,Very Poor
Ahmedabad,March,52.24,,10.75,61.88,20.71,10.75,56.16,262,Poor
Ahmedabad,March,66.97,,17.21,91.72,31.41,17.21,59.98,625,Severe
Ahmedabad,March,75.05,,12.67,96.99,30.14,12.67,64.12,321,Very Poor
Ahmedabad,March,60.5,,18.21,104.48,35,18.21,56.66,353,Very Poor
Ahmedabad,March,78.11,,13.65,60.29,21.95,13.65,29.9,876,Severe
Ahmedabad,March,62.04,,24.16,60.52,29.65,24.16,41.42,380,Very Poor
Ahmedabad,March,64.71,,20.95,81.65,31.09,20.95,38.94,402,Severe
Ahmedabad,March,67.44,,15.64,86.7,29.34,15.64,47.12,404,Severe
Ahmedabad,March,74.35,,11.84,58.93,24.38,11.84,28.63,471,Severe
Ahmedabad,April,96.96,,16.25,88.34,42.22,16.25,30.19,353,Very Poor
Ahmedabad,April,94.41,,20.27,84.32,56.25,20.27,21.82,1044,Severe
Ahmedabad,April,97.92,,23.05,75.36,53.96,23.05,17.98,537,Severe
Ahmedabad,April,97.68,,21.56,72.48,51.45,21.56,20.2,420,Severe
Ahmedabad,April,99.9,,24.47,56.89,46.01,24.47,15.01,534,Severe
Ahmedabad,April,73.58,,19.53,63.23,45.42,19.53,26.46,493,Severe
Ahmedabad,April,75.74,,21.38,67.43,48.85,21.38,17.56,944,Severe
Ahmedabad,April,70.14,,20.83,68.1,48.76,20.83,27.51,395,Very Poor
Ahmedabad,April,67.2,,11.75,57.38,36.76,11.75,46.45,406,Severe
Ahmedabad,April,182.46,,15.24,59.22,40.26,15.24,48.98,428,Severe
Ahmedabad,April,93.12,,8.88,72.4,41.94,8.88,74.03,274,Poor
Ahmedabad,April,64.3,,10.74,95.27,54.49,10.74,74.2,354,Very Poor
Ahmedabad,April,76.98,,9.49,43.57,28.34,9.49,40.16,608,Severe
Ahmedabad,April,110.7,,11.92,49.22,32.91,11.92,57.93,1015,Severe
Ahmedabad,April,132.76,,9.13,65.49,38.76,9.13,78.36,255,Poor
Ahmedabad,May,58.71,,12.69,70.34,31.99,12.69,2.16,398,Very Poor
Ahmedabad,May,43.83,,11.8,43.77,17,11.8,3.13,291,Poor
Ahmedabad,August,36.44,151.31,24.36,60.1,54.16,24.36,69.33,465,Severe
Ahmedabad,August,45.37,176.7,24.41,64.69,59.39,24.41,68.52,462,Severe
Ahmedabad,August,41.31,142.75,18.93,55.93,48.86,18.93,76.75,385,Very Poor
Ahmedabad,August,30.82,119.98,21.13,57.44,52.11,21.13,69.77,360,Very Poor
Ahmedabad,September,31.28,87.45,24.16,47.49,50.72,24.16,47.56,420,Severe
Ahmedabad,September,39.16,86.22,16.72,62.06,49.34,16.72,77.97,401,Severe
Ahmedabad,September,45.55,69.01,20.81,82.99,64.08,20.81,73.91,446,Severe
Ahmedabad,September,55.43,80.39,22.28,81.63,67.29,22.28,84.1,432,Severe
Ahmedabad,September,35.05,77.28,25.02,54.26,54.98,25.02,53.43,454,Severe
Ahmedabad,September,33.15,59.41,18.87,48.34,45.05,18.87,57.52,408,Severe
Ahmedabad,September,38.7,69.84,21.33,61.48,54.01,21.33,71.99,381,Very Poor
Ahmedabad,September,45.2,69.26,23.33,72.02,63.4,23.33,39.15,468,Severe
Ahmedabad,September,38,107.96,23.87,53.2,52.89,23.87,26.28,495,Severe
Ahmedabad,December,65.48,121.86,7.8,82.62,48.13,7.8,42.3,197,Moderate
Ahmedabad,December,64.87,122.33,14.15,71.51,50.36,14.15,47.75,344,Very Poor
Ahmedabad,December,93.24,157.33,9.08,83.89,51.27,9.08,53.07,276,Poor
Ahmedabad,December,92.26,135.81,12.09,76.33,51.02,12.09,53.65,293,Poor
Ahmedabad,December,78.95,123.59,12.83,54.51,38.77,12.83,54.56,329,Very Poor
Ahmedabad,December,62.39,116.84,14.39,14.9,16.14,14.39,24.18,520,Severe
Ahmedabad,December,52.59,92.57,6.92,11.32,10.69,6.92,23.94,242,Poor
Ahmedabad,December,63.33,99.3,4.66,14.79,10.69,4.66,24.07,157,Moderate
Ahmedabad,December,48.58,93.92,2.56,12,7.76,2.56,27.73,177,Moderate
Ahmedabad,December,45.47,89.73,5.2,20.62,13.94,5.2,30.45,145,Moderate
Ahmedabad,December,54.42,102.4,5.67,25.45,16.65,5.67,29.22,237,Poor
Ahmedabad,December,72.45,116.1,8.84,25.88,19.22,8.84,24.83,231,Poor
Ahmedabad,December,60.17,104.08,3.75,18.36,11.75,3.75,8.94,170,Moderate
Ahmedabad,December,57.99,97.02,2.2,17.47,10.16,2.2,6.35,113,Moderate
Ahmedabad,December,52.77,95.25,6.64,31.26,20.2,6.64,10.61,216,Poor
Ahmedabad,December,39.89,83.69,17.34,50.41,37.37,17.34,19.03,381,Very Poor
Ahmedabad,January,79.57,131.62,3.78,12.64,8.99,3.78,23.67,216,Poor
Ahmedabad,January,72.59,128.86,3.63,14.38,9.73,3.63,23.67,162,Moderate
Ahmedabad,January,69.54,128.99,7.06,15.13,12.65,7.06,23.66,220,Poor
Ahmedabad,January,66.2,138.47,8.97,20.79,16.84,8.97,23.65,254,Poor
Ahmedabad,January,55.99,110.41,5.41,15.34,11.53,5.41,23.61,255,Poor
Ahmedabad,January,46.96,109.44,7.17,16.88,13.58,7.17,23.64,175,Moderate
Ahmedabad,January,70.06,161.09,7.37,22.67,16.56,7.37,23.58,285,Poor
Ahmedabad,January,61.4,118.44,2.38,16.33,9.74,2.38,23.59,157,Moderate
Ahmedabad,January,38.89,93.4,2.41,14.14,8.7,2.41,23.64,129,Moderate
Ahmedabad,January,56.14,108.83,2.5,11.65,7.55,2.5,23.58,129,Moderate
Ahmedabad,January,59.96,109.98,2.38,14.37,8.79,2.38,23.58,114,Moderate
Ahmedabad,January,83.9,152.94,8.81,20.66,16.65,8.81,23.56,212,Poor
Ahmedabad,January,89.34,143.84,8.08,19.05,15.32,8.08,23.69,368,Very Poor
Ahmedabad,January,39.83,44.53,3.26,16.42,10.29,3.26,23.62,189,Moderate
Ahmedabad,January,53.27,90.4,3.59,16.01,10.43,3.59,23.66,142,Moderate
Ahmedabad,January,40.07,79.32,3.75,13.41,9.34,3.75,23.6,152,Moderate
Ahmedabad,January,80.24,219.84,20.06,15.61,22.26,20.06,23.62,334,Very Poor
Ahmedabad,January,36.05,79.23,13.05,22.26,20.59,13.05,23.6,375,Very Poor
Ahmedabad,January,36.21,82.86,20.86,15.65,22.94,20.86,23.6,384,Very Poor
Ahmedabad,January,51.32,121.82,20.18,23.56,26.48,20.18,23.6,449,Severe
Ahmedabad,January,38.71,88.47,10.39,16.11,15.61,10.39,23.56,483,Severe
Ahmedabad,January,18.03,66.54,11.31,18.02,17.23,11.31,30.29,289,Poor
Ahmedabad,January,28.77,73.99,20.76,21.98,25.69,20.76,32.37,204,Poor
Ahmedabad,February,88.79,125.19,15.2,54.23,37.8,15.2,45.39,483,Severe
Ahmedabad,February,52.31,97.67,9.38,38.28,25.67,9.38,26.07,336,Very Poor
Ahmedabad,February,68.19,106.14,10.08,45.94,29.93,10.08,43.72,272,Poor
Ahmedabad,February,56.5,121.52,6.1,55.49,31.62,6.1,41.16,387,Very Poor
Ahmedabad,February,66.87,127.71,23.75,53.47,43.78,23.75,53.97,322,Very Poor
Ahmedabad,February,95.25,160.18,14.56,54.77,37.58,14.56,68.81,652,Severe
Ahmedabad,February,69.85,124.4,6.25,40.74,24.54,6.25,,215,Poor
Ahmedabad,February,64.94,116.45,8.62,47.28,29.5,8.62,71.69,223,Poor
Ahmedabad,February,79.58,145.12,12.48,55.78,36.51,12.48,42.4,340,Very Poor
Ahmedabad,February,50.55,116.51,18.72,57.55,42.05,18.72,31.28,412,Severe
Ahmedabad,February,73.04,136.02,24.78,67.15,51.25,24.78,53.88,480,Severe
Ahmedabad,February,59.47,124.36,14.28,63.11,41.44,14.28,76.89,388,Very Poor
Ahmedabad,February,60.61,133.31,10.49,52.78,33.57,10.49,38.67,407,Severe
Ahmedabad,February,36.35,97.03,4.78,52.87,29.36,4.78,52.15,168,Moderate
Ahmedabad,February,54.06,104.74,4.22,51.33,28.19,4.22,39.74,219,Poor
Ahmedabad,February,68.68,141.39,10.92,74.32,44.41,10.92,44.44,282,Poor
Ahmedabad,February,53.86,136.6,17.8,75.13,49.93,17.8,52.74,421,Severe
Ahmedabad,March,49.16,125.88,7.4,31.08,20.69,7.4,45.99,246,Poor
Ahmedabad,March,43.75,115.5,8.43,24.16,18.08,8.43,38.62,261,Poor
Ahmedabad,March,54.05,128.08,10.7,28.74,22,10.7,45.82,308,Very Poor
Ahmedabad,March,51.32,140.9,12.19,41.31,29.25,12.19,64.01,359,Very Poor
Ahmedabad,March,35.04,85.35,7.87,45.21,27.93,7.87,,325,Very Poor
Ahmedabad,March,37.02,90.26,5.55,32.91,20.2,5.55,67.75,170,Moderate
Ahmedabad,March,37.67,94.36,2.28,17.52,10.25,2.28,16.92,116,Moderate
Ahmedabad,March,31.12,80.79,3.56,21.51,13.13,3.56,16.68,152,Moderate
Ahmedabad,March,41.19,114.05,6.04,31.18,19.72,6.04,,218,Poor
Ahmedabad,March,41.72,97.7,6.95,24.99,17.38,6.95,72.25,302,Very Poor
Ahmedabad,March,39.57,111.46,4,35.3,20.2,4,39.51,170,Moderate
Ahmedabad,March,39.42,115.8,5.11,31.33,19.1,5.11,33.16,215,Poor
Ahmedabad,March,36.03,90.32,3.89,34.32,19.65,3.89,53.81,222,Poor
Ahmedabad,March,53.07,112.92,16.02,37.65,30.33,16.02,,310,Very Poor
Ahmedabad,March,58.54,124.58,15.45,44.39,33.18,15.45,81.35,487,Severe
Ahmedabad,March,101.09,162.86,15.07,43.66,31.13,15.07,44.44,988,Severe
Ahmedabad,March,74.43,132.17,9.82,31.56,22.73,9.82,36.14,296,Poor
Ahmedabad,March,48.16,122.17,5.47,18.27,12.99,5.47,33.69,180,Moderate
Ahmedabad,March,44.61,112.32,4.98,31.4,17.08,4.98,49.45,247,Poor
Ahmedabad,March,31.89,98.52,2.96,25.2,14.5,2.96,47.99,135,Moderate
Ahmedabad,March,33.25,91.38,4.28,33.45,19.44,4.28,38.86,195,Moderate
Ahmedabad,March,43.67,91.12,7.11,26.61,17.61,7.11,39.74,216,Poor
Ahmedabad,March,22.93,37.12,5.23,18.52,12.87,5.23,34.41,193,Moderate
Ahmedabad,March,37.73,72.43,4.67,35.52,20.77,4.67,34.72,160,Moderate
Ahmedabad,March,20.67,75.48,3.08,26.98,15.46,3.08,40.17,125,Moderate
Ahmedabad,March,28.55,89.1,4.11,38.65,21.89,4.11,31.5,140,Moderate
Ahmedabad,March,29.97,98.96,3.85,22.08,13.64,3.85,36.86,145,Moderate
Ahmedabad,April,24.79,86.06,4.5,21.29,13.7,4.5,36.76,153,Moderate
Ahmedabad,April,25.52,88.12,4.46,24.24,15.15,4.46,38.17,164,Moderate
Ahmedabad,April,33.48,87.96,4.51,41.44,23.58,4.51,46.53,173,Moderate
Ahmedabad,April,39.44,84.83,3.82,39.88,22.28,3.82,58.08,182,Moderate
Ahmedabad,April,43.77,87.96,3.35,40.99,22.49,3.35,53.61,152,Moderate
Ahmedabad,April,46.64,95.3,3.75,29.6,17.24,3.75,49.67,145,Moderate
Ahmedabad,April,45.8,104.5,3.87,16.8,11.04,3.87,48.2,159,Moderate
Ahmedabad,April,36.3,90.07,5.19,15.65,11.51,5.19,49.83,183,Moderate
Ahmedabad,April,32.12,89.74,5.07,21.61,14.33,5.07,62.53,168,Moderate
Ahmedabad,April,30.73,78.56,4.36,28.65,17.23,0.59,42.61,113,Moderate
Ahmedabad,April,30.18,74.99,3.06,34.81,19.26,0.45,39,89,Satisfactory
Ahmedabad,April,26.7,72.83,2.72,27,15.18,0.36,42.16,101,Moderate
Ahmedabad,April,18.77,61.54,2.81,23.01,13.01,0.39,47.88,95,Satisfactory
Ahmedabad,April,31.16,72.09,3.22,25.9,14.73,0.37,43.35,89,Satisfactory
Ahmedabad,April,23.69,64.81,2.28,17.18,10.04,0.43,44.04,88,Satisfactory
Ahmedabad,April,38.65,81.47,3.7,26.76,14.75,0.36,54.24,95,Satisfactory
Ahmedabad,April,30.8,76.25,4.22,25.97,12.68,0.36,37.28,92,Satisfactory
Ahmedabad,April,30.69,107.31,3.43,22.57,11.7,0.41,39.3,96,Satisfactory
Ahmedabad,April,21.27,65.12,3.66,13.93,9.31,0.36,40.56,99,Satisfactory
Ahmedabad,April,29.84,77.98,3.91,15.77,10.58,0.34,38.31,86,Satisfactory
Ahmedabad,April,27.81,73.99,3.41,16.32,10.46,0.39,38.23,87,Satisfactory
Ahmedabad,April,32.11,94.34,3.68,17.95,11.49,0.45,42.22,101,Moderate
Ahmedabad,April,31.67,81.09,3.93,16.17,10.82,0.35,43.6,106,Moderate
Ahmedabad,April,27.19,82.36,3.52,16.13,9.85,0.28,51.81,110,Moderate
Ahmedabad,April,28.25,70.48,4.83,13.88,10.25,0.38,41.74,98,Satisfactory
Ahmedabad,April,25.91,73.35,4.78,13.82,10.29,0.4,44.44,101,Moderate
Ahmedabad,April,31.76,81.16,3.99,19.95,12.7,0.46,52.46,117,Moderate
Ahmedabad,April,32.55,87.41,3.53,23.58,14.12,0.46,50.2,130,Moderate
Ahmedabad,April,27.15,76.73,3.18,24.82,14.4,0.67,54.81,122,Moderate
Ahmedabad,April,26.93,74.38,2.76,17.05,10.37,0.46,56.97,128,Moderate
Ahmedabad,May,28.71,89.91,2.83,13.32,8.6,0.54,49.97,128,Moderate
Ahmedabad,May,22.56,63.23,3.68,15.16,10.09,0.56,55.72,131,Moderate
Ahmedabad,May,23.82,62.1,4.69,16.38,11.49,0.64,54.35,121,Moderate
Ahmedabad,May,23.73,69.88,4.85,15.87,11.36,0.73,58.72,130,Moderate
Ahmedabad,May,33.47,134.83,3.6,29.05,13.84,0.54,54.8,143,Moderate
Ahmedabad,May,26.52,79.38,4.06,18.06,11.7,0.67,59.96,146,Moderate
Ahmedabad,May,30.45,75.08,3.74,21.48,13.23,0.4,58.31,135,Moderate
Ahmedabad,May,26.79,66.34,3.71,14.99,10.06,0.51,57.81,127,Moderate
Ahmedabad,May,23.79,74.56,5.61,16.64,11.91,0.55,52.49,122,Moderate
Ahmedabad,May,26.17,62.14,1.93,14.73,8.61,0.77,56.28,125,Moderate
Ahmedabad,May,21.31,66.1,1.85,15.01,8.68,0.54,57.55,125,Moderate
Ahmedabad,May,21.94,69.06,2.95,16.95,10.47,0.58,57.89,135,Moderate
Ahmedabad,May,23.19,67.28,4.12,17.46,11.59,0.48,52.31,117,Moderate
Ahmedabad,May,21.9,64.39,2.98,18.73,11.33,0.49,51.86,127,Moderate
Ahmedabad,May,19.15,78.8,3.93,19.59,12.47,0.51,61.79,125,Moderate
Ahmedabad,May,35.75,107.68,2.54,18.72,11,0.39,54.31,136,Moderate
Ahmedabad,May,27.28,63.5,2.5,18.56,10.84,0.68,55.52,137,Moderate
Ahmedabad,May,20.85,61.13,2.6,21.35,12.35,0.62,54.41,133,Moderate
Ahmedabad,May,23.98,56.9,4.15,26.56,16.04,0.61,59.05,133,Moderate
Ahmedabad,May,25.6,82.26,2.86,22.47,13.05,0.69,60.12,132,Moderate
Ahmedabad,May,33.35,84.99,2.64,25.02,14.15,0.56,62.4,130,Moderate
Ahmedabad,May,31.38,90.28,4.54,35.67,20.77,0.65,62.39,142,Moderate
Ahmedabad,May,29.26,82.26,2.58,22.23,12.73,0.67,55.64,135,Moderate
Ahmedabad,May,25.47,67.79,2.73,17.85,10.7,0.81,57.16,140,Moderate
Ahmedabad,May,24.84,70.95,3.98,16.03,10.65,0.57,57.53,126,Moderate
Ahmedabad,May,29.78,99.14,2.88,19.35,11.55,0.59,50.52,126,Moderate
Ahmedabad,May,31.25,89.65,3.65,21.42,13.17,0.83,54.58,123,Moderate
Ahmedabad,May,30.7,86.02,3.56,18.84,11.85,0.56,55.49,117,Moderate
Ahmedabad,May,23.91,81,3.29,18.6,11.52,0.57,44.9,126,Moderate
Ahmedabad,May,25.71,66.36,3.4,16.46,10.53,0.41,47.74,112,Moderate
Ahmedabad,May,22.83,67.92,3.82,15.35,10.31,0.4,53.06,104,Moderate
Ahmedabad,June,31.02,312.28,2.74,22.62,13.07,0.64,66.9,126,Moderate
Ahmedabad,June,131.88,173.4,2.71,41.56,22.26,0.45,34.26,152,Moderate
Ahmedabad,June,26.08,84.25,4.99,37.3,21.51,0.79,56.78,101,Moderate
Ahmedabad,June,30.72,88.9,3.76,33.6,19.08,0.63,4.08,92,Satisfactory
Ahmedabad,June,33.19,65.77,3.91,39.76,22.28,0.71,40.28,95,Satisfactory
Ahmedabad,June,20.67,69.5,5.19,34.11,20.48,0.82,36.32,93,Satisfactory
Ahmedabad,June,22.92,70.97,4.88,28.47,17.52,0.57,30.16,97,Satisfactory
Ahmedabad,June,21.17,81.73,5.23,25.68,16.39,0.86,39.69,84,Satisfactory
Ahmedabad,June,23.62,94.06,5.9,20.92,14.59,0.85,44.32,101,Moderate
Ahmedabad,June,20.4,66.21,5.3,26.94,17.05,0.68,37.38,92,Satisfactory
Ahmedabad,June,21.4,93.89,5.28,22.4,14.85,0.85,45.05,105,Moderate
Ahmedabad,June,21.72,62.28,3.93,28.15,16.62,1.18,30.53,98,Satisfactory
Ahmedabad,June,24.1,87.14,3.16,27.53,15.77,0.86,35.29,96,Satisfactory
Ahmedabad,June,21.21,92.72,4.03,31.93,18.56,0.85,33.59,96,Satisfactory
Ahmedabad,June,31.49,94.09,6.95,24.73,17.23,0.85,38.44,80,Satisfactory
Ahmedabad,June,14.79,11.5,4.88,19.65,13.18,0.81,18.2,95,Satisfactory
Ahmedabad,June,17.65,135.16,19.86,33.84,22.86,0.71,40.03,108,Moderate
Ahmedabad,June,22.9,120.7,11.79,15.81,10.1,0.5,46.04,124,Moderate
Ahmedabad,June,24.28,138.12,3.45,12.44,8.23,0.7,57.31,106,Moderate
Ahmedabad,June,19.02,98.37,4.48,16.76,11.49,0.52,45.85,75,Satisfactory
Ahmedabad,June,22.2,88.99,7.13,15.67,12.2,0.51,64.75,85,Satisfactory
Ahmedabad,June,30.29,,13.07,25.92,21.72,0.75,43.31,91,Satisfactory
Ahmedabad,June,32.56,142.43,8.29,24.83,18.21,0.65,40.54,95,Satisfactory
Ahmedabad,June,36.48,150.65,8.96,30.78,20.8,0.59,44.47,93,Satisfactory
Ahmedabad,June,62.12,118.67,9.18,56.35,19.86,0.49,68.05,92,Satisfactory
Ahmedabad,June,31.57,,6.37,23.99,16.4,0.52,26.34,82,Satisfactory
Ahmedabad,June,29.75,127.98,9.06,25.15,18.92,0.67,34.99,74,Satisfactory
Ahmedabad,June,40.02,121.1,7.09,58.92,33.41,0.73,41.64,98,Satisfactory
Ahmedabad,July,37.63,,4.42,35.04,20.17,0.28,9.69,119,Moderate
Aizawl,March,31.21,38.66,7.2,1.27,10.65,0.56,2.81,52,Satisfactory
Aizawl,March,27.14,35.04,5.63,2.32,8.09,0.5,13.02,54,Satisfactory
Aizawl,March,27.32,35.75,3.07,2.14,3.41,0.48,6.03,40,Good
Aizawl,March,31.76,41.51,3,1.48,5.24,0.47,8.76,51,Satisfactory
Aizawl,March,43.8,53.59,2.97,1.31,4.97,0.48,9.96,63,Satisfactory
Aizawl,March,35.48,44.02,3.01,0.83,4.64,0.49,6.43,69,Satisfactory
Aizawl,March,51.27,60.05,3.01,0.88,4.62,0.49,8.62,70,Satisfactory
Aizawl,March,33.24,40.33,2.93,0.13,3.65,0.37,5.64,71,Satisfactory
Aizawl,March,47.34,56.65,2.96,0.14,3.66,0.37,5.59,66,Satisfactory
Aizawl,March,53.64,62.86,2.96,0.17,3.77,0.44,6.44,92,Satisfactory
Aizawl,March,54.9,62.7,2.96,0.13,3.69,0.42,5.87,89,Satisfactory
Aizawl,March,44.64,53.86,2.94,0.11,3.59,0.4,6.42,82,Satisfactory
Aizawl,March,51.33,60.03,2.92,0.35,3.89,0.44,8.76,71,Satisfactory
Aizawl,March,34.54,41.95,2.93,0.13,3.64,0.36,7.99,81,Satisfactory
Aizawl,March,39.47,48.07,2.93,0.24,3.79,0.42,7.4,60,Satisfactory
Aizawl,March,27.27,33.9,2.95,0.25,3.8,0.4,6.74,51,Satisfactory
Aizawl,April,38.6,49.19,2.98,0.26,3.94,0.45,6.12,62,Satisfactory
Aizawl,April,36.22,48.66,2.93,0.25,3.86,0.4,9.24,64,Satisfactory
Aizawl,April,30.35,39.84,2.9,0.21,3.75,0.29,10.87,54,Satisfactory
Aizawl,April,24.05,41.95,2.97,0.25,3.79,0.26,11.09,43,Good
Aizawl,April,26.47,33.51,2.96,0.08,3.5,0.31,5.76,44,Good
Aizawl,April,35.13,43.65,2.96,0.15,3.69,0.31,7.94,48,Good
Aizawl,April,33.19,42.17,2.92,0.3,3.85,0.3,13.38,61,Satisfactory
Aizawl,April,24.92,31.74,2.97,0.18,3.74,0.27,9.67,45,Good
Aizawl,April,39.15,45.79,3.32,0.31,4.47,0.39,7.66,59,Satisfactory
Aizawl,April,38.01,45.39,4.41,0.13,5.7,0.41,5.62,64,Satisfactory
Aizawl,April,30.06,35.53,4.37,0.17,5.74,0.37,6.71,55,Satisfactory
Aizawl,April,21.7,27.32,4.33,0.12,5.6,0.27,8.47,41,Good
Aizawl,April,28.33,33.24,6.24,0.39,8.44,0.36,10.16,42,Good
Aizawl,April,46.26,49.81,10.26,0.45,14.04,0.47,2.97,64,Satisfactory
Aizawl,April,40.72,48.87,11.4,0.51,15.65,0.42,0.72,76,Satisfactory
Aizawl,April,22.63,28.06,11.4,0.33,15.49,0.28,0.79,49,Good
Aizawl,April,15.06,19.85,11.4,0.36,15.51,0.22,2.46,33,Good
Aizawl,April,19.5,25.12,11.44,0.25,15.38,0.25,1.17,31,Good
Aizawl,April,10.48,14.73,11.44,0.11,15.2,0.22,1.27,24,Good
Aizawl,April,11.79,18.9,11.47,0.95,16.08,0.25,8.71,24,Good
Aizawl,April,9.53,20.94,11.54,0.75,15.94,0.27,7.67,23,Good
Aizawl,April,8.53,11.26,11.47,0.34,15.48,0.24,1.3,20,Good
Aizawl,April,10.42,14.56,11.56,0.26,15.49,0.26,1.75,19,Good
Aizawl,April,5.74,9.67,11.53,0.34,15.57,0.21,1.16,19,Good
Aizawl,April,3.14,5.83,11.51,0.2,14.68,0.18,0.55,19,Good
Aizawl,April,1.97,4.06,11.54,0.13,15.25,0.18,1.78,18,Good
Aizawl,April,5.4,9.88,11.62,0.27,15.57,0.25,0.22,19,Good
Aizawl,April,3.55,7.84,11.7,0.18,15.6,0.26,,19,Good
Aizawl,April,3.85,6.78,11.6,0.17,15.4,0.21,,19,Good
Aizawl,April,4.49,8.9,11.7,0.3,15.65,0.24,1.55,19,Good
Aizawl,May,7.92,12.97,11.68,0.35,15.71,0.3,1.61,20,Good
Aizawl,May,8.24,13.13,11.6,0.23,15.48,0.28,0.1,20,Good
Aizawl,May,5.48,9.88,11.53,0.08,15.15,0.19,0.07,19,Good
Aizawl,May,6.32,11.92,11.56,0.22,15.43,0.23,0.41,19,Good
Aizawl,May,10.16,14.63,11.58,0.25,15.58,0.27,0.12,19,Good
Aizawl,May,6.15,8.99,13.16,0.63,16.56,0.24,2.82,20,Good
Aizawl,May,3.93,6.85,11.51,0.18,15.43,0.27,0.19,20,Good
Aizawl,May,13.61,17.4,11.52,0.49,15.75,0.32,2.66,20,Good
Aizawl,May,13.29,19.14,11.54,0.34,15.65,0.37,0.24,24,Good
Aizawl,May,16.09,20.04,11.47,0.09,15.21,0.31,0.06,24,Good
Aizawl,May,25.35,31.71,11.55,0.69,15.98,0.39,7.63,35,Good
Aizawl,May,27.97,33.56,11.51,0.44,15.73,0.42,0.18,46,Good
Aizawl,May,23.72,28.88,11.51,0.6,15.86,0.37,1.74,46,Good
Aizawl,May,21.05,24.86,11.46,0.65,15.85,0.32,7.27,33,Good
Aizawl,May,14.82,19.67,11.65,0.35,15.83,0.31,0.05,31,Good
Aizawl,May,8.3,12.62,11.6,0.29,15.67,0.27,,21,Good
Aizawl,May,12.42,18,11.49,0.12,15.26,0.23,0.04,20,Good
Aizawl,May,17.92,25.29,11.55,0.56,15.89,0.38,4.03,26,Good
Aizawl,May,18.83,24.52,11.59,0.48,15.9,0.36,1.16,32,Good
Aizawl,May,6.53,10.27,11.81,0.51,16.12,0.31,0.44,24,Good
Aizawl,May,8.97,14.44,11.41,0.34,15.53,0.21,2.88,20,Good
Aizawl,May,14.67,19.13,11.48,0.36,15.59,0.25,1.07,22,Good
Aizawl,May,16.13,21.52,11.49,0.27,15.52,0.25,0.28,22,Good
Aizawl,May,13.4,19.09,11.38,0.09,15.1,0.19,0.68,27,Good
Aizawl,May,9.72,14.84,11.49,0.28,15.49,0.19,1.77,20,Good
Aizawl,May,9.03,13.23,11.57,0.42,15.65,0.22,2.5,19,Good
Aizawl,May,1.96,4.32,15.59,0.62,20.63,0.21,4.82,21,Good
Aizawl,May,3.47,9.67,11.6,0.35,15.67,0.24,2.67,21,Good
Aizawl,May,3.62,7.84,11.59,0.47,15.72,0.24,1.98,20,Good
Aizawl,May,3.43,7.24,11.61,0.21,15.46,0.22,0.24,20,Good
Aizawl,May,3.68,7.45,11.54,0.08,15.13,0.17,0.1,19,Good
Aizawl,June,4.52,9.11,12.06,0.59,15.89,0.22,3.37,19,Good
Aizawl,June,3.96,8.56,11.74,0.21,15.7,0.24,,20,Good
Aizawl,June,2.33,6.33,11.68,0.29,15.65,0.24,2.76,20,Good
Aizawl,June,2.17,4.57,11.64,0.22,15.57,0.19,2.8,19,Good
Aizawl,June,2.49,7.33,20.36,0.7,25.15,0.24,3.3,31,Good
Aizawl,June,2.81,6.19,11.75,0.15,15.62,0.21,,20,Good
Aizawl,June,5.2,,11.58,0.09,15.25,0.18,,19,Good
Aizawl,June,14.44,22.3,11.79,0.76,16.31,0.41,0.87,25,Good
Aizawl,June,10.08,13.04,11.62,0.13,15.49,0.33,,23,Good
Aizawl,June,0.99,8.1,11.67,0.25,15.53,0.2,3.6,19,Good
Aizawl,June,0.98,4.59,11.63,0.07,15.17,0.16,3.77,19,Good
Aizawl,June,1.19,4.99,11.66,0.07,15.3,0.17,4.17,19,Good
Aizawl,June,1.14,6.19,11.83,0.37,15.85,0.17,4.86,19,Good
Aizawl,June,,1.99,13.01,0.33,15.57,0.16,4.5,20,Good
Aizawl,June,1.25,9.1,11.7,0.22,15.6,0.15,2,20,Good
Aizawl,June,5.92,19.02,11.74,0.26,15.74,0.2,1.58,20,Good
Aizawl,June,2.46,12.72,11.74,0.08,15.47,0.22,,19,Good
Aizawl,June,2.63,9.03,11.55,0.06,15.15,0.15,0.34,19,Good
Aizawl,June,2.88,13.68,11.74,0.32,15.79,0.16,1.79,20,Good
Aizawl,June,2.76,13.65,11.61,0.38,15.67,0.05,2.6,20,Good
Aizawl,June,8.62,32.1,11.57,0.14,15.41,0.07,1.84,25,Good
Aizawl,June,7.98,28.92,11.57,0.16,15.5,0.05,1.76,33,Good
Aizawl,June,1.39,7.21,11.8,0.18,15.71,0.03,1.08,21,Good
Aizawl,June,0.16,3.16,11.69,0.07,15.41,0.02,1.29,19,Good
Aizawl,June,0.24,1.15,11.56,0.05,15.14,0.02,1.4,19,Good
Aizawl,June,0.28,10.02,12.04,0.13,15.96,0.12,0.95,20,Good
Aizawl,June,1.89,9.27,11.91,0.1,15.75,0.11,1.16,20,Good
Aizawl,July,4.49,5.39,11.44,0.07,15.11,0.02,3.39,20,Good
Amaravati,December,117.46,181.64,4.26,41.1,25.32,0.13,94.63,252,Poor
